# Dit is de ParameterMappingTable. Kopieer deze tekst in een leeg txt bestand om een bestand te maken wat in Revit ingelezen kan worden		
# Deze tabel mapt de NLRS parameters (of Revit Built-In parameters) aan de Common Property Sets in IFC. Indien geen mapping beschikbaar is, is de regel leeg gelaten		
# Parameters die u niet wilt mappen kunt u uitschakelen door aan het begin van de regel een # te plaatsen		
# PSet <tab> IFC Property <tab> Revit parameter		
# IFC 4		
# NLRS 3.1.1		
# -----------------------------------------------------		
#PropertySet	IFC Property	Revit Parameter
Pset_FireSuppressionTerminalTypeSprinkler	Activation	
Pset_FireSuppressionTerminalTypeSprinkler	ActivationTemperature	
Pset_FireSuppressionTerminalTypeSprinkler	BulbLiquidColor	
Pset_FireSuppressionTerminalTypeSprinkler	ConnectionSize	
Pset_CoilTypeHydronic	HeatExchangeSurfaceArea	NLRS_C_oppervlakte_01
Pset_FireSuppressionTerminalTypeSprinkler	DischargeCoefficient	
Pset_FireSuppressionTerminalTypeSprinkler	DischargeFlowRate	
Pset_FireSuppressionTerminalTypeSprinkler	HasDeflector	
Pset_FireSuppressionTerminalTypeSprinkler	MaximumWorkingPressure	
Pset_FireSuppressionTerminalTypeSprinkler	ResidualFlowingPressure	
Pset_FireSuppressionTerminalTypeSprinkler	Response	
Pset_FireSuppressionTerminalTypeSprinkler	SprinklerType	NLRS_C_type
Pset_FlowInstrumentTypeCommon	Reference	Description
Pset_FlowInstrumentTypeCommon	Reference	NLRS_C_description
Pset_FlowInstrumentTypeCommon	Status	NLRS_C_status
Pset_FlowInstrumentTypePressureGauge	DisplaySize	
Pset_FlowInstrumentTypePressureGauge	PressureGaugeType	NLRS_C_type
Pset_FlowInstrumentTypeThermometer	DisplaySize	
Pset_FlowInstrumentTypeThermometer	ThermometerType	NLRS_C_type
Pset_FlowMeterOccurrence	Purpose	
Pset_FlowMeterTypeCommon	Reference	Description
Pset_FlowMeterTypeCommon	Reference	NLRS_C_description
Pset_FlowMeterTypeCommon	ReadOutType	NLRS_C_type
Pset_FlowMeterTypeCommon	RemoteReading	
Pset_FlowMeterTypeCommon	Status	NLRS_C_status
Pset_FlowMeterTypeEnergyMeter	MaximumCurrent	
Pset_FlowMeterTypeEnergyMeter	MultipleTarriff	
Pset_FlowMeterTypeEnergyMeter	NominalCurrent	
Pset_FlowMeterTypeGasMeter	ConnectionSize	
Pset_FlowMeterTypeGasMeter	GasType	NLRS_C_type
Pset_FlowMeterTypeGasMeter	MaximumFlowRate	
Pset_FlowMeterTypeGasMeter	MaximumPressureLoss	
Pset_FlowMeterTypeOilMeter	ConnectionSize	
Pset_FlowMeterTypeOilMeter	MaximumFlowRate	
Pset_FlowMeterTypeWaterMeter	BackflowPreventerType	NLRS_C_type
Pset_FlowMeterTypeWaterMeter	ConnectionSize	
Pset_FlowMeterTypeWaterMeter	MaximumFlowRate	
Pset_FlowMeterTypeWaterMeter	MaximumPressureLoss	
Pset_FlowMeterTypeWaterMeter	Type	NLRS_C_type
Pset_FootingCommon	Reference	Description
Pset_FootingCommon	Reference	NLRS_C_description
Pset_FootingCommon	LoadBearing	NLRS_C_dragend
Pset_FootingCommon	Status	NLRS_C_status
Pset_FurnitureTypeChair	HighestSeatingHeight	NLRS_C_hoogte_max
Pset_FurnitureTypeChair	LowestSeatingHeight	NLRS_C_hoogte_min
Pset_FurnitureTypeChair	SeatingHeight	NLRS_C_hoogte_01
Pset_FurnitureTypeCommon	Reference	Description
Pset_FurnitureTypeCommon	Reference	NLRS_C_description
Pset_FurnitureTypeCommon	Description	
Pset_FurnitureTypeCommon	Description	
Pset_FurnitureTypeCommon	IsBuiltIn	
Pset_FurnitureTypeCommon	MainColor	NLRS_C_materiaal_kleur
Pset_FurnitureTypeCommon	NominalHeight	NLRS_C_hoogte
Pset_FurnitureTypeCommon	NominalHeight	Height
Pset_FurnitureTypeCommon	NominalLength	NLRS_C_lengte
Pset_FurnitureTypeCommon	NominalLength	Length
Pset_FurnitureTypeCommon	Status	NLRS_C_status
Pset_FurnitureTypeCommon	Style	
Pset_FurnitureTypeCommon	NominalDepth	NLRS_C_diepte
Pset_FurnitureTypeCommon	NominalDepth	Depth
Pset_BoilerTypeCommon	HeatTransferSurfaceArea	
Pset_FurnitureTypeFileCabinet	WithLock	
Pset_FurnitureTypeTable	NumberOfChairs	
Pset_CondenserTypeCommon	InternalSurfaceArea	
Pset_HeatExchangerTypeCommon	Reference	Description
Pset_HeatExchangerTypeCommon	Reference	NLRS_C_description
Pset_HeatExchangerTypeCommon	Arrangement	
Pset_HeatExchangerTypeCommon	Status	NLRS_C_status
Pset_HeatExchangerTypePlate	NumberOfPlates	
Pset_HumidifierTypeCommon	Reference	Description
Pset_HumidifierTypeCommon	Reference	NLRS_C_description
Pset_HumidifierTypeCommon	AirPressureDropCurve	
Pset_HumidifierTypeCommon	Application	
Pset_HumidifierTypeCommon	InternalControl	
Pset_HumidifierTypeCommon	NominalAirFlowRate	
Pset_HumidifierTypeCommon	NominalMoistureGain	
Pset_HumidifierTypeCommon	SaturationEfficiencyCurve	
Pset_HumidifierTypeCommon	Status	NLRS_C_status
Pset_HumidifierTypeCommon	WaterRequirement	
Pset_HumidifierTypeCommon	Weight	NLRS_C_gewicht
Pset_InterceptorTypeCommon	Reference	Description
Pset_InterceptorTypeCommon	Reference	NLRS_C_description
Pset_InterceptorTypeCommon	CoverLength	NLRS_C_lengte_01
Pset_InterceptorTypeCommon	CoverWidth	NLRS_C_breedte_01
Pset_InterceptorTypeCommon	InletConnectionSize	
Pset_InterceptorTypeCommon	NominalBodyLength	NLRS_C_lengte
Pset_InterceptorTypeCommon	NominalBodyLength	Length
Pset_InterceptorTypeCommon	NominalBodyWidth	NLRS_C_breedte
Pset_InterceptorTypeCommon	NominalBodyWidth	Width
Pset_InterceptorTypeCommon	OutletConnectionSize	
Pset_InterceptorTypeCommon	Status	NLRS_C_status
Pset_InterceptorTypeCommon	VentilatingPipeSize	
Pset_InterceptorTypeCommon	NominalBodyDepth	NLRS_C_diepte
Pset_InterceptorTypeCommon	NominalBodyDepth	Depth
Pset_JunctionBoxTypeCommon	ClearDepth	NLRS_C_diepte_netto
Pset_JunctionBoxTypeCommon	ClearDepth	Depth
Pset_JunctionBoxTypeCommon	Reference	Description
Pset_JunctionBoxTypeCommon	Reference	NLRS_C_description
Pset_JunctionBoxTypeCommon	IP	
Pset_JunctionBoxTypeCommon	IsExternal	NLRS_C_buiten
Pset_JunctionBoxTypeCommon	MountingType	NLRS_C_montage
Pset_JunctionBoxTypeCommon	NumberOfGangs	
Pset_JunctionBoxTypeCommon	PlacingType	NLRS_C_type
Pset_JunctionBoxTypeCommon	ShapeType	NLRS_C_vorm
Pset_JunctionBoxTypeCommon	Status	NLRS_C_status
Pset_LightFixtureTypeCommon	Reference	Description
Pset_LightFixtureTypeCommon	Reference	NLRS_C_description
Pset_LightFixtureTypeCommon	LightFixtureMountingType	NLRS_C_montage
Pset_LightFixtureTypeCommon	LightFixturePlacingType	NLRS_C_type
Pset_LightFixtureTypeCommon	MaintenanceFactor	
Pset_LightFixtureTypeCommon	MaximumPlenumSensibleLoad	
Pset_LightFixtureTypeCommon	MaximumSpaceSensibleLoad	
Pset_LightFixtureTypeCommon	NumberOfSources	NLRS_C_aantal
Pset_LightFixtureTypeCommon	SensibleLoadToRadiant	
Pset_LightFixtureTypeCommon	Status	NLRS_C_status
Pset_LightFixtureTypeCommon	TotalWattage	
Pset_LightFixtureTypeSecurityLighting	Addressablility	
Pset_LightFixtureTypeSecurityLighting	BackupSupplySystem	
Pset_LightFixtureTypeSecurityLighting	FixtureHeight	NLRS_C_hoogte_01
Pset_LightFixtureTypeSecurityLighting	PictogramEscapeDirection	
Pset_LightFixtureTypeSecurityLighting	SecurityLightingType	NLRS_C_type
Pset_LightFixtureTypeSecurityLighting	SelfTestFunction	
Pset_ManufacturerTypeInformation	ModelReference	
Pset_ManufacturerTypeInformation	ArticleNumber	NLRS_C_artikel_code
Pset_ManufacturerTypeInformation	AssemblyPlace	
Pset_ManufacturerTypeInformation	GlobalTradeItemNumber	
Pset_ManufacturerTypeInformation	Manufacturer	NLRS_C_manufacturer
Pset_ManufacturerTypeInformation	ModelLabel	
Pset_ManufacturerTypeInformation	ProductionYear	
Pset_MedicalDeviceTypeCommon	Reference	Description
Pset_MedicalDeviceTypeCommon	Reference	NLRS_C_description
Pset_MedicalDeviceTypeCommon	Status	NLRS_C_status
Pset_MemberCommon	FireRating	Fire Rating
Pset_MemberCommon	Reference	Description
Pset_MemberCommon	Reference	NLRS_C_description
Pset_MemberCommon	FireRating	NLRS_C_brandwerendheid
Pset_MemberCommon	IsExternal	NLRS_C_buiten
Pset_MemberCommon	LoadBearing	NLRS_C_dragend
Pset_MemberCommon	Roll	
Pset_MemberCommon	Slope	NLRS_C_helling
Pset_MemberCommon	Span	
Pset_MemberCommon	Status	NLRS_C_status
Pset_MemberCommon	ThermalTransmittance	NLRS_B_Uwaarde
Pset_OpeningElementCommon	Reference	Description
Pset_OpeningElementCommon	Reference	Description
Pset_OpeningElementCommon	Reference	NLRS_C_description
Pset_OpeningElementCommon	Reference	NLRS_C_description
Pset_OpeningElementCommon	FireExit	NLRS_C_vluchtweg
Pset_OpeningElementCommon	ProtectedOpening	
Pset_OpeningElementCommon	Purpose	
Pset_OpeningElementCommon	Status	NLRS_C_status
Pset_OutletTypeCommon	Reference	Description
Pset_OutletTypeCommon	Reference	NLRS_C_description
Pset_OutletTypeCommon	IsPluggableOutlet	
Pset_OutletTypeCommon	NumberOfSockets	
Pset_OutletTypeCommon	Status	NLRS_C_status
Pset_PileCommon	Reference	Description
Pset_PileCommon	Reference	NLRS_C_description
Pset_PileCommon	LoadBearing	NLRS_C_dragend
Pset_PileCommon	Status	NLRS_C_status
Pset_PipeFittingOccurrence	Color	NLRS_C_materiaal_kleur
Pset_PipeFittingOccurrence	InteriorRoughnessCoefficient	
Pset_PipeFittingTypeBend	BendAngle	NLRS_C_hoek
Pset_PipeFittingTypeBend	BendRadius	NLRS_C_radius
Pset_PipeFittingTypeCommon	Reference	Description
Pset_PipeFittingTypeCommon	Reference	NLRS_C_description
Pset_PipeFittingTypeCommon	FittingLossFactor	
Pset_PipeFittingTypeCommon	PressureClass	
Pset_PipeFittingTypeCommon	PressureRange	
Pset_PipeFittingTypeCommon	Status	NLRS_C_status
Pset_PipeFittingTypeCommon	TemperatureRange	
Pset_PipeFittingTypeJunction	JunctionLeftAngle	NLRS_C_hoek_01
Pset_PipeFittingTypeJunction	JunctionLeftRadius	
Pset_PipeFittingTypeJunction	JunctionRightAngle	NLRS_C_hoek_02
Pset_PipeFittingTypeJunction	JunctionRightRadius	
Pset_PipeFittingTypeJunction	JunctionType	NLRS_C_type
Pset_PipeSegmentOccurrence	Color	NLRS_C_materiaal_kleur
Pset_PipeSegmentOccurrence	Gradient	
Pset_PipeSegmentOccurrence	InteriorRoughnessCoefficient	
Pset_PipeSegmentOccurrence	InvertElevation	
Pset_PipeSegmentTypeCommon	NominalDiameter	Diameter
Pset_PipeSegmentTypeCommon	NominalDiameter	NLRS_C_diameter
Pset_PipeSegmentTypeCommon	Reference	Description
Pset_PipeSegmentTypeCommon	Reference	NLRS_C_description
Pset_PipeSegmentTypeCommon	InnerDiameter	NLRS_C_diameter_01
Pset_PipeSegmentTypeCommon	OuterDiameter	NLRS_C_diameter_02
Pset_PipeSegmentTypeCommon	PressureRange	
Pset_PipeSegmentTypeCommon	Status	NLRS_C_status
Pset_PipeSegmentTypeCommon	TemperatureRange	
Pset_PipeSegmentTypeCommon	WorkingPressure	
Pset_PipeSegmentTypeCulvert	ClearDepth	NLRS_C_diepte_netto
Pset_PipeSegmentTypeCulvert	ClearDepth	Depth
Pset_PipeSegmentTypeCulvert	InternalWidth	NLRS_C_breedte_netto
Pset_PipeSegmentTypeGutter	FlowRating	
Pset_PipeSegmentTypeGutter	Slope	NLRS_C_helling
Pset_PlateCommon	FireRating	Fire Rating
Pset_PlateCommon	Reference	Description
Pset_PlateCommon	Reference	NLRS_C_description
Pset_PlateCommon	AcousticRating	NLRS_C_geluidwerendheid_Rw
Pset_PlateCommon	FireRating	NLRS_C_brandwerendheid
Pset_PlateCommon	IsExternal	NLRS_C_buiten
Pset_PlateCommon	LoadBearing	NLRS_C_dragend
Pset_PlateCommon	Status	NLRS_C_status
Pset_PlateCommon	ThermalTransmittance	NLRS_B_Uwaarde
Pset_ProtectiveDeviceOccurrence	GroundFaultCurrentSetValue	
Pset_ProtectiveDeviceOccurrence	GroundFaultFunction	
Pset_ProtectiveDeviceOccurrence	GroundFaulti2tFunction	
Pset_ProtectiveDeviceOccurrence	GroundFaultTrippingTime	
Pset_ProtectiveDeviceOccurrence	InstantaneousCurrentSetValue	
Pset_ProtectiveDeviceOccurrence	InstantaneousTrippingTime	
Pset_ProtectiveDeviceOccurrence	LongTimeCurrentSetValue	
Pset_ProtectiveDeviceOccurrence	LongTimeDelay	
Pset_ProtectiveDeviceOccurrence	LongTimeFunction	
Pset_ProtectiveDeviceOccurrence	PoleUsage	
Pset_ProtectiveDeviceOccurrence	ShortTimeCurrentSetValue	
Pset_ProtectiveDeviceOccurrence	ShortTimeFunction	
Pset_ProtectiveDeviceOccurrence	ShortTimei2tFunction	
Pset_ProtectiveDeviceOccurrence	ShortTimeTrippingTime	
Pset_ProtectiveDeviceTrippingUnitTypeCommon	Reference	Description
Pset_ProtectiveDeviceTrippingUnitTypeCommon	Reference	NLRS_C_description
Pset_ProtectiveDeviceTrippingUnitTypeCommon	AtexVerified	
Pset_ProtectiveDeviceTrippingUnitTypeCommon	LimitingTerminalSize	
Pset_ProtectiveDeviceTrippingUnitTypeCommon	OldDevice	
Pset_ProtectiveDeviceTrippingUnitTypeCommon	Standard	
Pset_ProtectiveDeviceTrippingUnitTypeCommon	Status	NLRS_C_status
Pset_ProtectiveDeviceTrippingUnitTypeCommon	UseInDiscrimination	
Pset_ProtectiveDeviceTrippingUnitTypeElectroMagnetic	CurveDesignation	
Pset_ProtectiveDeviceTrippingUnitTypeElectroMagnetic	DefinedTemperature	
Pset_ProtectiveDeviceTrippingUnitTypeElectroMagnetic	ElectroMagneticTrippingUnitType	NLRS_C_type
Pset_ProtectiveDeviceTrippingUnitTypeElectroMagnetic	I1	
Pset_ProtectiveDeviceTrippingUnitTypeElectroMagnetic	I2	
Pset_ProtectiveDeviceTrippingUnitTypeElectroMagnetic	I4	
Pset_ProtectiveDeviceTrippingUnitTypeElectroMagnetic	I5	
Pset_ProtectiveDeviceTrippingUnitTypeElectroMagnetic	T2	
Pset_ProtectiveDeviceTrippingUnitTypeElectroMagnetic	T5	
Pset_ProtectiveDeviceTrippingUnitTypeElectroMagnetic	TemperatureFactor	
Pset_ProtectiveDeviceTrippingUnitTypeElectronic	ElectronicTrippingUnitType	NLRS_C_type
Pset_ProtectiveDeviceTrippingUnitTypeElectronic	N_Protection	
Pset_ProtectiveDeviceTrippingUnitTypeElectronic	N_Protection_100	
Pset_ProtectiveDeviceTrippingUnitTypeElectronic	N_Protection_50	
Pset_ProtectiveDeviceTrippingUnitTypeElectronic	N_Protection_Select	
Pset_ProtectiveDeviceTrippingUnitTypeElectronic	NominalCurrents	
Pset_ProtectiveDeviceTrippingUnitTypeResidualCurrent	TrippingUnitReleaseCurrent	
Pset_ProtectiveDeviceTrippingUnitTypeThermal	CurveDesignation	
Pset_ProtectiveDeviceTrippingUnitTypeThermal	DefinedTemperature	
Pset_ProtectiveDeviceTrippingUnitTypeThermal	I1	
Pset_ProtectiveDeviceTrippingUnitTypeThermal	I2	
Pset_ProtectiveDeviceTrippingUnitTypeThermal	T2	
Pset_ProtectiveDeviceTrippingUnitTypeThermal	TemperatureFactor	
Pset_ProtectiveDeviceTrippingUnitTypeThermal	ThermalTrippingUnitType	NLRS_C_type
Pset_ProtectiveDeviceTypeCircuitBreaker	ICM60947	
Pset_ProtectiveDeviceTypeCircuitBreaker	ICS60947	
Pset_ProtectiveDeviceTypeCircuitBreaker	ICU60947	
Pset_ProtectiveDeviceTypeCircuitBreaker	ICW60947	
Pset_ProtectiveDeviceTypeCircuitBreaker	PerformanceClasses	
Pset_ProtectiveDeviceTypeCircuitBreaker	VoltageLevel	NLRS_E_spanning
Pset_ProtectiveDeviceTypeCommon	Reference	Description
Pset_ProtectiveDeviceTypeCommon	Reference	NLRS_C_description
Pset_ProtectiveDeviceTypeCommon	Status	NLRS_C_status
Pset_ProtectiveDeviceTypeEarthFailureDevice	EarthFailureDeviceType	NLRS_C_type
Pset_ProtectiveDeviceTypeEarthFailureDevice	Sensitivity	
Pset_ProtectiveDeviceTypeEarthLeakageCircuitBreaker	EarthFailureDeviceType	NLRS_C_type
Pset_ProtectiveDeviceTypeEarthLeakageCircuitBreaker	Sensitivity	
Pset_ProtectiveDeviceTypeFuseDisconnector	FuseDisconnectorType	NLRS_C_type
Pset_ProtectiveDeviceTypeFuseDisconnector	IC60269	
Pset_ProtectiveDeviceTypeFuseDisconnector	PowerLoss	
Pset_ProtectiveDeviceTypeFuseDisconnector	VoltageLevel	NLRS_E_spanning
Pset_ProtectiveDeviceTypeResidualCurrentCircuitBreaker	Sensitivity	
Pset_ProtectiveDeviceTypeResidualCurrentSwitch	Sensitivity	
Pset_ProtectiveDeviceTypeVaristor	VaristorType	NLRS_C_type
Pset_PumpOccurrence	BaseType	NLRS_C_type
Pset_PumpOccurrence	DriveConnectionType	NLRS_C_type
Pset_PumpOccurrence	ImpellerDiameter	NLRS_C_diameter_01
Pset_PumpTypeCommon	Reference	Description
Pset_PumpTypeCommon	Reference	NLRS_C_description
Pset_PumpTypeCommon	ConnectionSize	
Pset_PumpTypeCommon	FlowRateRange	
Pset_PumpTypeCommon	FlowResistanceRange	
Pset_PumpTypeCommon	NetPositiveSuctionHead	
Pset_PumpTypeCommon	NominalRotationSpeed	
Pset_PumpTypeCommon	Status	NLRS_C_status
Pset_PumpTypeCommon	TemperatureRange	
Pset_RailingCommon	Diameter	Diameter
Pset_RailingCommon	Diameter	NLRS_C_diameter
Pset_RailingCommon	Reference	Description
Pset_RailingCommon	Reference	NLRS_C_description
Pset_RailingCommon	Height	NLRS_C_hoogte
Pset_RailingCommon	IsExternal	NLRS_C_buiten
Pset_RailingCommon	Status	NLRS_C_status
Pset_RampCommon	FireRating	Fire Rating
Pset_RampCommon	Reference	Description
Pset_RampCommon	Reference	NLRS_C_description
Pset_RampCommon	FireExit	NLRS_C_vluchtweg
Pset_RampCommon	FireRating	NLRS_C_brandwerendheid
Pset_RampCommon	HandicapAccessible	NLRS_C_toegankelijk
Pset_RampCommon	HasNonSkidSurface	NLRS_C_antislip
Pset_RampCommon	IsExternal	NLRS_C_buiten
Pset_RampCommon	LoadBearing	NLRS_C_dragend
Pset_RampCommon	RequiredHeadroom	
Pset_RampCommon	RequiredSlope	NLRS_C_helling_min
Pset_RampCommon	Status	NLRS_C_status
Pset_RampCommon	ThermalTransmittance	NLRS_B_Uwaarde
Pset_RampFlightCommon	Reference	Description
Pset_RampFlightCommon	Reference	NLRS_C_description
Pset_RampFlightCommon	ClearWidth	NLRS_C_breedte_netto
Pset_RampFlightCommon	CounterSlope	
Pset_RampFlightCommon	Headroom	
Pset_RampFlightCommon	Slope	NLRS_C_helling
Pset_RampFlightCommon	Status	NLRS_C_status
Pset_RoofCommon	FireRating	Fire Rating
Pset_RoofCommon	Reference	Description
Pset_RoofCommon	Reference	NLRS_C_description
Pset_RoofCommon	AcousticRating	NLRS_C_geluidwerendheid_Rw
Pset_RoofCommon	FireRating	NLRS_C_brandwerendheid
Pset_RoofCommon	IsExternal	NLRS_C_buiten
Pset_RoofCommon	LoadBearing	NLRS_C_dragend
Pset_RoofCommon	Status	NLRS_C_status
Pset_RoofCommon	ThermalTransmittance	NLRS_B_Uwaarde
Pset_SanitaryTerminalTypeBath	BathType	NLRS_C_type
Pset_SanitaryTerminalTypeBath	DrainSize	
Pset_SanitaryTerminalTypeBath	HasGrabHandles	NLRS_C_handgrepen
Pset_SanitaryTerminalTypeBidet	DrainSize	
Pset_SanitaryTerminalTypeBidet	Mounting	NLRS_C_montage
Pset_SanitaryTerminalTypeBidet	SpilloverLevel	
Pset_SanitaryTerminalTypeCistern	CisternCapacity	
Pset_SanitaryTerminalTypeCistern	CisternHeight	NLRS_C_hoogte_01
Pset_SanitaryTerminalTypeCistern	FlushRate	
Pset_SanitaryTerminalTypeCistern	FlushType	NLRS_C_type
Pset_SanitaryTerminalTypeCistern	IsAutomaticFlush	NLRS_C_automatisch
Pset_SanitaryTerminalTypeCistern	IsSingleFlush	
Pset_SanitaryTerminalTypeCommon	Reference	Description
Pset_SanitaryTerminalTypeCommon	Reference	NLRS_C_description
Pset_SanitaryTerminalTypeCommon	Color	NLRS_C_materiaal_kleur
Pset_SanitaryTerminalTypeCommon	NominalLength	NLRS_C_lengte
Pset_SanitaryTerminalTypeCommon	NominalLength	Length
Pset_SanitaryTerminalTypeCommon	NominalWidth	NLRS_C_breedte
Pset_SanitaryTerminalTypeCommon	NominalWidth	Width
Pset_SanitaryTerminalTypeCommon	Status	NLRS_C_status
Pset_SanitaryTerminalTypeCommon	NominalDepth	NLRS_C_diepte
Pset_SanitaryTerminalTypeCommon	NominalDepth	Depth
Pset_SanitaryTerminalTypeFountain	DrainSize	
Pset_SanitaryTerminalTypeFountain	FountainType	NLRS_C_type
Pset_SanitaryTerminalTypeFountain	Mounting	NLRS_C_montage
Pset_SanitaryTerminalTypeShower	DrainSize	
Pset_SanitaryTerminalTypeShower	HasTray	
Pset_SanitaryTerminalTypeShower	ShowerHeadDescription	
Pset_SanitaryTerminalTypeShower	ShowerType	NLRS_C_type
Pset_SanitaryTerminalTypeSink	DrainSize	
Pset_SanitaryTerminalTypeSink	Mounting	NLRS_C_montage
Pset_SanitaryTerminalTypeSink	MountingOffset	Offset from Level
Pset_SanitaryTerminalTypeSink	MountingOffset	NLRS_C_offset
Pset_SanitaryTerminalTypeSink	SinkType	NLRS_C_type
Pset_SanitaryTerminalTypeToiletPan	PanMounting	NLRS_C_montage
Pset_SanitaryTerminalTypeToiletPan	SpilloverLevel	
Pset_SanitaryTerminalTypeToiletPan	ToiletPanType	NLRS_C_type
Pset_SanitaryTerminalTypeToiletPan	ToiletType	NLRS_C_type
Pset_SanitaryTerminalTypeUrinal	Mounting	NLRS_C_montage
Pset_SanitaryTerminalTypeUrinal	SpilloverLevel	
Pset_SanitaryTerminalTypeUrinal	UrinalType	NLRS_C_type
Pset_SanitaryTerminalTypeWashHandBasin	DrainSize	
Pset_SanitaryTerminalTypeWashHandBasin	Mounting	NLRS_C_montage
Pset_SanitaryTerminalTypeWashHandBasin	MountingOffset	NLRS_C_offset
Pset_SanitaryTerminalTypeWashHandBasin	MountingOffset	Offset from Level
Pset_SanitaryTerminalTypeWashHandBasin	WashHandBasinType	NLRS_C_type
Pset_SensorTypeCO2Sensor	SetPointConcentration	
Pset_SensorTypeCommon	Reference	Description
Pset_SensorTypeCommon	Reference	NLRS_C_description
Pset_SensorTypeCommon	Status	NLRS_C_status
Pset_SensorTypeConductanceSensor	SetPointConductance	
Pset_SensorTypeContactSensor	SetPointContact	
Pset_SensorTypeFireSensor	AccuracyOfFireSensor	
Pset_SensorTypeFireSensor	FireSensorSetPoint	
Pset_SensorTypeFireSensor	TimeConstant	
Pset_SensorTypeFlowSensor	SetPointFlow	
Pset_SensorTypeFrostSensor	SetPointFrost	
Pset_EvaporatorTypeCommon	InternalSurfaceArea	
Pset_SensorTypeGasSensor	GasDetected	
Pset_SensorTypeGasSensor	SetPointConcentration	
Pset_FilterTypeAirParticleFilter	MediaExtendedArea	
Pset_SensorTypeHeatSensor	RateOfTemperatureRise	
Pset_SensorTypeHeatSensor	SetPointTemperature	
Pset_SensorTypeHumiditySensor	SetPointHumidity	
Pset_SensorTypeIdentifierSensor	SetPointIdentifier	
Pset_SensorTypeIonConcentrationSensor	SetPointConcentration	
Pset_SensorTypeIonConcentrationSensor	SubstanceDetected	
Pset_SensorTypeLevelSensor	SetPointLevel	
Pset_SensorTypeLightSensor	SetPointIlluminance	
Pset_SensorTypeMoistureSensor	SetPointMoisture	
Pset_SensorTypeMovementSensor	MovementSensingType	NLRS_C_type
Pset_SensorTypeMovementSensor	SetPointMovement	
Pset_SensorTypePHSensor	SetPointPH	
Pset_SensorTypePressureSensor	IsSwitch	
Pset_SensorTypePressureSensor	SetPointPressure	
Pset_SensorTypeRadiationSensor	SetPointRadiation	
Pset_SensorTypeRadioactivitySensor	SetPointRadioactivity	
Pset_AirTerminalTypeCommon	NeckArea	
Pset_SensorTypeSmokeSensor	HasBuiltInAlarm	
Pset_SensorTypeSmokeSensor	SetPointConcentration	
Pset_SensorTypeSoundSensor	SetPointSound	
Pset_SensorTypeTemperatureSensor	SetPointTemperature	
Pset_SensorTypeTemperatureSensor	TemperatureSensorType	NLRS_C_type
Pset_SensorTypeWindSensor	SetPointSpeed	
Pset_SensorTypeWindSensor	WindSensorType	NLRS_C_type
Pset_ShadingDeviceCommon	Reference	Description
Pset_ShadingDeviceCommon	Reference	NLRS_C_description
Pset_ShadingDeviceCommon	IsExternal	NLRS_C_buiten
Pset_ShadingDeviceCommon	MechanicalOperated	
Pset_ShadingDeviceCommon	Roughness	
Pset_ShadingDeviceCommon	ShadingDeviceType	NLRS_C_type
Pset_ShadingDeviceCommon	SolarReflectance	
Pset_ShadingDeviceCommon	SolarTransmittance	
Pset_ShadingDeviceCommon	Status	NLRS_C_status
Pset_ShadingDeviceCommon	SurfaceColor	NLRS_C_materiaal_kleur
Pset_ShadingDeviceCommon	ThermalTransmittance	NLRS_B_Uwaarde
Pset_ShadingDeviceCommon	VisibleLightReflectance	
Pset_ShadingDeviceCommon	VisibleLightTransmittance	
Pset_SiteCommon	Reference	Description
Pset_SiteCommon	Reference	NLRS_C_description
Pset_ZoneCommon	NetAreaPlanned	NLRS_C_eis_oppervlakte_netto
Pset_SiteCommon	BuildingHeightLimit	NLRS_C_hoogte_max
Pset_BuildingCommon	NetPlannedArea	NLRS_C_eis_oppervlakte_netto
Pset_SiteCommon	SiteCoverageRatio	
Pset_BuildingStoreyCommon	NetPlannedArea	NLRS_C_eis_oppervlakte_netto
Pset_SlabCommon	FireRating	Fire Rating
Pset_SlabCommon	Reference	Description
Pset_SlabCommon	Reference	NLRS_C_description
Pset_SlabCommon	AcousticRating	NLRS_C_geluidwerendheid_Rw
Pset_SlabCommon	Combustible	NLRS_C_brandbaar
Pset_SlabCommon	Compartmentation	
Pset_SlabCommon	FireRating	NLRS_C_brandwerendheid
Pset_SlabCommon	IsExternal	NLRS_C_buiten
Pset_SlabCommon	LoadBearing	NLRS_C_dragend
Pset_SlabCommon	PitchAngle	
Pset_SlabCommon	Status	NLRS_C_status
Pset_SlabCommon	SurfaceSpreadOfFlame	NLRS_C_brandklasse_code
Pset_SlabCommon	ThermalTransmittance	NLRS_B_Uwaarde
Pset_SolarDeviceTypeCommon	Reference	Description
Pset_SolarDeviceTypeCommon	Reference	NLRS_C_description
Pset_SpaceCommon	NetPlannedArea	NLRS_C_eis_oppervlakte_netto
Pset_SolarDeviceTypeCommon	CellEfficiency	
Pset_SolarDeviceTypeCommon	Status	NLRS_C_status
Pset_SpaceCommon	Reference	Description
Pset_SpaceCommon	Reference	NLRS_C_description
Pset_CondenserTypeCommon	NominalHeatTransferArea	
Pset_SpaceCommon	HandicapAccessible	
Pset_SpaceCommon	IsExternal	NLRS_C_buiten
Pset_EvaporatorTypeCommon	NominalHeatTransferArea	
Pset_SpaceCommon	PubliclyAccessible	
Pset_SpaceCoveringRequirements	CeilingCovering	
Pset_SpaceCoveringRequirements	CeilingCoveringThickness	NLRS_C_dikte_01
